cliente_id,edad,genero,region,visitas_mensuales,numero_compras,devoluciones,metodo_pago,reseña_score,tipo_cliente,monto_compra
734,49,Femenino,Centro,7,5,2,Transferencia,3.5,Ocasional,335.85
735,37,Masculino,Norte,10,5,1,,3.5,Ocasional,372.49
736,37,Masculino,Centro,11,8,2,PayPal,3.6,Premium,718.25
737,24,Masculino,Sur,8,7,0,Débito,2.0,Frecuente,363.26
738,41,Femenino,Centro,9,8,0,Tarjeta,1.6,Premium,630.6
739,28,Femenino,Centro,12,4,0,PayPal,4.1,Frecuente,282.53
740,69,Femenino,Norte,16,5,1,PayPal,3.8,Frecuente,772.06
741,33,Masculino,Sur,9,4,2,PayPal,3.0,Ocasional,229.94
742,16,Femenino,Sur,12,1,1,Transferencia,1.2,Frecuente,369.02
743,38,Femenino,Sur,8,3,0,Transferencia,3.4,Ocasional,228.19
744,48,Femenino,Norte,8,7,0,Débito,1.1,Ocasional,394.91
745,62,Femenino,Norte,8,6,1,Tarjeta,1.6,Premium,469.52
746,46,Femenino,Norte,9,1,1,Débito,3.2,Ocasional,276.42
747,73,Femenino,Centro,11,5,0,Débito,3.0,Frecuente,434.69
748,36,Masculino,Norte,10,9,2,Tarjeta,2.0,Ocasional,608.92
749,38,Femenino,Sur,7,5,1,Débito,4.4,Frecuente,444.16
750,31,Masculino,Norte,7,4,1,Tarjeta,,Premium,369.76
751,76,Femenino,Sur,7,7,2,Tarjeta,4.0,Ocasional,475.77
752,42,Femenino,Sur,17,11,1,Tarjeta,3.3,Frecuente,1242.04
753,52,Femenino,Centro,14,3,1,Tarjeta,3.8,Ocasional,423.35
754,78,Femenino,Sur,8,3,0,Tarjeta,4.4,Ocasional,211.97
755,53,Masculino,Centro,11,6,1,Transferencia,3.2,Ocasional,326.28
756,67,Femenino,Norte,15,10,0,PayPal,5.0,Frecuente,575.19
757,79,Femenino,Centro,11,8,1,Débito,,Frecuente,539.6
758,29,Masculino,Centro,7,6,0,Débito,3.9,Ocasional,442.92
759,52,Femenino,Centro,9,8,2,Débito,2.3,Ocasional,541.34
760,62,Femenino,Centro,5,4,0,Transferencia,3.6,Ocasional,301.84
761,22,Masculino,Norte,13,9,0,Transferencia,,Frecuente,682.15
762,27,Masculino,Norte,9,3,0,Débito,2.9,Ocasional,159.75
763,43,Masculino,Sur,6,7,0,PayPal,3.4,Premium,837.64
764,18,Femenino,Centro,6,7,1,Tarjeta,1.1,Ocasional,460.19
765,37,Masculino,Norte,9,5,1,Transferencia,1.2,Frecuente,438.08
766,66,Masculino,Sur,14,7,1,Tarjeta,1.2,Ocasional,651.02
767,36,Masculino,Sur,8,3,0,Débito,3.3,Ocasional,158.49
768,78,Masculino,Centro,15,7,2,PayPal,3.0,Frecuente,597.76
769,44,Masculino,Norte,17,6,1,Tarjeta,1.2,Frecuente,585.37
770,35,Femenino,Centro,11,8,1,Tarjeta,3.5,Frecuente,593.46
771,18,Masculino,Sur,9,7,2,PayPal,1.9,Ocasional,437.27
772,42,Masculino,Centro,10,7,1,Tarjeta,2.6,Ocasional,430.24
773,36,Femenino,Centro,12,9,0,Transferencia,4.7,Ocasional,480.41
774,56,Masculino,Norte,7,6,1,Tarjeta,1.5,Frecuente,357.63
775,48,Masculino,Sur,10,10,1,Débito,2.1,Frecuente,780.16
776,45,Femenino,Norte,11,6,0,Débito,3.9,Frecuente,610.56
777,63,Femenino,Centro,16,4,0,Transferencia,3.5,Frecuente,644.62
778,54,Femenino,Sur,9,1,2,Transferencia,4.9,Ocasional,177.58
779,56,Masculino,Norte,10,5,1,Tarjeta,1.0,Frecuente,503.48
780,74,Masculino,Centro,8,1,0,Débito,3.1,Ocasional,220.19
781,24,Masculino,Norte,11,5,2,,2.6,Ocasional,432.81
782,63,Femenino,Sur,9,10,2,PayPal,2.2,Frecuente,691.5
783,53,Masculino,Norte,11,7,1,PayPal,,Ocasional,320.6
784,38,Masculino,Sur,13,11,1,Tarjeta,3.2,Frecuente,779.47
785,69,Masculino,Centro,7,8,1,Tarjeta,4.8,Ocasional,643.44
786,38,Femenino,Norte,12,5,1,Transferencia,2.1,Ocasional,477.68
787,16,Masculino,Centro,5,9,1,Débito,3.2,Ocasional,415.83
788,36,Masculino,Centro,10,4,0,Tarjeta,4.9,Ocasional,462.26
789,47,Masculino,Norte,9,8,0,PayPal,1.7,Ocasional,579.14
790,60,Femenino,Centro,7,5,1,PayPal,3.1,Ocasional,322.98
791,41,Masculino,Centro,8,11,0,Débito,4.9,Ocasional,685.31
792,48,Masculino,Norte,9,3,2,Tarjeta,1.8,Ocasional,238.55
793,75,Femenino,Norte,15,7,2,Transferencia,2.7,Ocasional,320.79
794,24,Femenino,Sur,17,4,0,Débito,3.5,Premium,591.92
795,32,Femenino,Sur,9,5,1,PayPal,2.5,Premium,488.07
796,21,Masculino,Sur,10,9,2,Débito,4.6,Frecuente,956.87
797,61,Masculino,Centro,7,11,2,Débito,2.3,Premium,1053.08
798,22,Femenino,,11,6,1,Tarjeta,,Ocasional,514.12
799,79,Femenino,Sur,10,6,1,Transferencia,2.7,Ocasional,203.98
800,22,Otro,Centro,8,6,1,Tarjeta,3.8,Ocasional,322.42
801,72,Masculino,Sur,11,7,1,Débito,2.5,Ocasional,514.18
802,72,Femenino,Sur,9,5,0,Débito,2.4,Ocasional,410.92
803,52,Masculino,Norte,12,6,2,PayPal,2.0,Premium,624.67
804,20,Femenino,Norte,7,7,0,Tarjeta,2.0,Ocasional,493.09
805,48,Otro,Centro,14,6,0,PayPal,4.4,Premium,745.3
806,65,Masculino,Sur,7,5,1,Tarjeta,4.1,Frecuente,386.71
807,25,Femenino,Sur,15,7,0,PayPal,3.6,Ocasional,460.78
808,32,Femenino,Sur,8,3,0,Débito,4.4,Frecuente,438.23
809,55,Masculino,Norte,10,5,0,PayPal,1.5,Frecuente,498.53
810,43,Femenino,Norte,8,6,1,Débito,2.4,Ocasional,451.19
811,62,Masculino,Sur,11,2,0,Transferencia,1.7,Premium,318.83
812,61,Masculino,Centro,7,5,0,Débito,1.2,Frecuente,383.7
813,37,Masculino,Centro,8,4,2,,2.1,Ocasional,251.78
814,36,Masculino,Centro,7,6,1,Tarjeta,2.0,Ocasional,225.18
815,77,Masculino,Centro,11,6,0,Tarjeta,4.6,Frecuente,451.83
816,62,Femenino,Sur,12,6,0,Transferencia,4.4,Frecuente,601.57
817,71,Masculino,Norte,7,10,1,Tarjeta,2.6,Frecuente,388.59
818,47,Femenino,Centro,13,6,1,Tarjeta,2.5,Ocasional,695.07
819,47,Masculino,Sur,11,5,1,Transferencia,4.4,Frecuente,378.91
820,66,Femenino,Sur,15,8,1,Transferencia,2.6,Ocasional,554.07
821,51,Femenino,Sur,16,7,0,Débito,1.7,Frecuente,658.46
822,46,Masculino,Norte,11,9,1,Tarjeta,3.6,Ocasional,726.16
823,21,Masculino,Centro,15,6,0,PayPal,4.0,Ocasional,362.0
824,69,Femenino,Norte,9,4,1,Transferencia,1.1,Frecuente,435.32
825,36,Femenino,Sur,13,8,1,Transferencia,4.0,Frecuente,945.74
826,50,Femenino,Norte,11,7,0,Tarjeta,2.6,Ocasional,598.4
827,29,Femenino,Norte,13,5,0,PayPal,3.6,Frecuente,779.18
828,38,Otro,Norte,13,5,2,PayPal,2.5,Ocasional,431.64
829,77,Femenino,Norte,10,7,0,Tarjeta,1.2,Ocasional,577.49
830,57,Otro,Norte,7,6,0,Débito,1.3,Frecuente,534.14
831,77,Masculino,Norte,7,7,1,Transferencia,4.2,Premium,410.9
832,39,Masculino,Sur,9,5,1,PayPal,1.5,Frecuente,337.4
833,45,Otro,Norte,10,7,1,Tarjeta,4.9,Ocasional,611.13
834,25,Masculino,Norte,15,5,0,Transferencia,1.4,Ocasional,641.34
835,20,Femenino,Norte,14,9,1,Tarjeta,3.9,Premium,680.56
836,78,Femenino,Norte,9,4,2,PayPal,4.6,Premium,259.89
837,76,Femenino,Centro,11,10,0,Transferencia,4.7,Ocasional,551.97
838,74,Femenino,,10,5,1,PayPal,3.1,Frecuente,422.81
839,57,Femenino,Norte,14,3,0,Transferencia,3.9,Ocasional,325.21
840,45,Femenino,Norte,13,7,2,Transferencia,4.6,Ocasional,639.2
841,22,Masculino,Norte,11,2,1,PayPal,4.5,Ocasional,369.35
842,21,Femenino,Centro,14,8,0,Tarjeta,4.3,Frecuente,667.87
843,23,Masculino,Centro,14,8,0,Tarjeta,4.5,Frecuente,803.37
844,67,Femenino,Norte,6,9,1,Tarjeta,3.9,Frecuente,845.55
845,41,Masculino,Centro,16,9,1,Transferencia,2.1,Frecuente,802.2
846,74,Femenino,Norte,7,10,1,PayPal,4.9,Frecuente,983.86
847,33,Femenino,Sur,9,12,0,Débito,1.9,Frecuente,368.58
848,51,Femenino,Centro,12,5,0,Tarjeta,2.8,Frecuente,392.85
849,41,Masculino,Centro,11,6,1,Débito,3.1,Premium,945.46
850,51,Femenino,Norte,8,6,0,Débito,1.6,Ocasional,561.55
851,56,Masculino,Sur,9,12,1,Transferencia,1.5,Premium,974.32
852,19,Femenino,Norte,7,6,1,PayPal,1.9,Frecuente,2190.96
853,69,Masculino,Sur,11,4,0,Transferencia,2.1,Ocasional,426.81
854,75,Femenino,Centro,6,4,0,Débito,1.1,Ocasional,268.97
855,28,Masculino,Centro,12,9,1,Tarjeta,2.0,Premium,762.86
856,70,Masculino,Sur,9,8,1,Débito,4.5,Frecuente,741.26
857,39,Femenino,Centro,8,6,3,PayPal,1.2,Frecuente,472.41
858,70,Femenino,,9,9,2,Débito,3.8,Premium,1005.85
859,46,Masculino,Centro,8,5,0,Transferencia,4.6,Frecuente,485.3
860,78,Femenino,Centro,10,3,2,Tarjeta,4.8,Ocasional,212.44
861,37,Masculino,Norte,11,1,1,Tarjeta,1.1,Ocasional,251.58
862,55,Femenino,Sur,9,4,0,Tarjeta,2.2,Ocasional,249.86
863,33,Femenino,Centro,11,7,0,PayPal,1.7,Ocasional,363.66
864,79,Femenino,Norte,10,5,2,Tarjeta,3.9,Ocasional,178.57
865,49,Femenino,Norte,5,7,1,Débito,3.6,Ocasional,421.62
866,38,Femenino,Sur,8,9,0,Débito,1.2,Frecuente,497.79
867,54,Masculino,Norte,11,12,2,Transferencia,4.6,Premium,967.63
868,62,Femenino,Norte,10,7,2,Transferencia,2.9,Frecuente,573.56
869,52,Masculino,Centro,9,7,0,PayPal,1.2,Ocasional,297.74
870,73,Femenino,Sur,10,7,0,Débito,1.9,Ocasional,625.38
871,62,Femenino,Norte,7,6,1,Transferencia,1.7,Frecuente,565.44
872,16,Masculino,Centro,8,11,1,Débito,2.6,Frecuente,604.37
873,74,Femenino,,14,13,0,Tarjeta,2.3,Ocasional,859.74
874,57,Femenino,Centro,11,7,1,PayPal,2.6,Ocasional,585.46
875,35,Masculino,Norte,9,4,1,Transferencia,3.2,Frecuente,363.06
876,62,Femenino,Sur,8,9,0,Tarjeta,2.8,Premium,644.88
877,40,Femenino,Norte,17,6,2,PayPal,2.6,Frecuente,828.38
878,21,Masculino,Sur,12,2,0,PayPal,4.2,Ocasional,242.22
879,67,Masculino,Norte,6,6,1,Débito,2.7,Ocasional,193.54
880,45,Masculino,Centro,7,6,0,Tarjeta,1.6,Frecuente,548.53
881,35,Femenino,Norte,6,8,0,PayPal,1.9,Frecuente,430.05
882,24,Masculino,Sur,10,9,1,Tarjeta,1.6,Ocasional,482.39
883,71,Femenino,Centro,13,2,1,PayPal,3.5,Ocasional,357.92
884,63,Masculino,Sur,10,3,0,Tarjeta,3.0,Frecuente,501.17
885,64,Masculino,Norte,8,6,2,PayPal,1.8,Frecuente,515.32
886,33,Masculino,Sur,5,11,1,PayPal,1.5,Ocasional,634.2
887,55,Femenino,Norte,9,7,3,Transferencia,1.9,Premium,335.87
888,18,Femenino,Norte,7,5,1,Débito,3.8,Premium,627.14
889,51,Femenino,Sur,14,3,0,Tarjeta,3.5,Premium,562.53
890,21,Masculino,Centro,11,4,0,PayPal,4.7,Premium,641.95
891,59,Masculino,Centro,11,6,1,Transferencia,1.4,Frecuente,458.83
892,53,Femenino,Centro,14,4,0,Transferencia,2.8,Ocasional,493.51
893,16,Masculino,Norte,13,11,1,PayPal,1.7,Frecuente,806.36
894,34,Femenino,Centro,7,7,1,Débito,4.8,Ocasional,319.54
895,53,Otro,Centro,6,2,0,Débito,3.6,Premium,298.92
896,43,Masculino,Sur,6,5,0,Transferencia,4.8,Frecuente,345.98
897,62,Femenino,Centro,6,6,1,Transferencia,4.1,Ocasional,286.5
898,24,Femenino,Sur,4,8,2,Débito,4.5,Ocasional,273.39
899,62,Masculino,Centro,14,5,0,Tarjeta,5.0,Ocasional,373.14
900,78,Masculino,Centro,10,3,3,Débito,1.0,Frecuente,337.9
901,25,Masculino,Sur,11,2,1,Tarjeta,4.6,Ocasional,200.27
902,39,Femenino,Centro,11,4,0,Transferencia,3.8,Frecuente,612.98
903,41,Masculino,Sur,16,7,1,Tarjeta,4.2,Frecuente,963.66
904,23,Masculino,Sur,9,7,1,Transferencia,2.7,Frecuente,373.33
905,20,Femenino,Centro,10,8,0,PayPal,1.9,Frecuente,670.77
906,28,Femenino,Centro,7,3,1,Transferencia,2.8,Frecuente,241.71
907,37,Masculino,Centro,6,7,3,Transferencia,3.2,Ocasional,522.08
908,49,Femenino,Norte,16,10,1,PayPal,2.5,Premium,1554.06
909,40,Otro,Sur,12,5,1,PayPal,4.7,Ocasional,527.5
910,38,Masculino,Sur,10,4,0,PayPal,1.2,Premium,497.13
911,56,Otro,Sur,9,7,1,Transferencia,4.9,Frecuente,614.82
912,63,Femenino,Sur,9,10,0,Transferencia,2.2,Ocasional,559.25
913,36,Femenino,Sur,8,9,0,Transferencia,2.0,Frecuente,776.75
914,18,Masculino,Centro,10,6,0,Tarjeta,4.5,Ocasional,362.63
915,23,Masculino,Centro,14,3,0,Transferencia,4.7,Ocasional,469.94
916,61,Masculino,Norte,11,5,0,Transferencia,3.3,Frecuente,383.75
917,65,Masculino,Sur,11,4,2,Débito,2.2,Frecuente,419.67
918,77,Masculino,Norte,13,8,0,Débito,3.0,Ocasional,738.89
919,54,Masculino,Norte,10,9,1,Transferencia,2.9,Ocasional,414.34
920,66,Femenino,Centro,9,8,0,Débito,1.4,Ocasional,462.28
921,54,Femenino,Centro,11,6,1,PayPal,2.2,Ocasional,322.87
922,37,Femenino,Centro,9,7,0,Débito,3.4,Ocasional,562.22
923,60,Femenino,Centro,11,5,0,Débito,4.7,Ocasional,366.37
924,26,Femenino,Centro,15,10,0,Transferencia,1.3,Ocasional,439.71
925,38,Masculino,Centro,5,8,0,PayPal,3.5,Frecuente,702.1
926,64,Femenino,Norte,8,7,1,Débito,1.5,Premium,721.57
927,31,Otro,Sur,11,2,1,Tarjeta,2.1,Ocasional,340.35
928,67,Masculino,Sur,12,5,0,PayPal,1.1,Ocasional,439.19
929,75,Masculino,Centro,12,4,0,PayPal,4.9,Premium,535.19
930,66,Femenino,Centro,11,4,1,PayPal,2.8,Frecuente,483.14
931,43,Femenino,Norte,7,9,0,PayPal,4.3,Frecuente,622.36
932,50,Otro,Centro,10,8,0,Transferencia,2.8,Ocasional,247.06
933,57,Femenino,Norte,10,12,0,Tarjeta,3.0,Ocasional,794.87
934,44,Femenino,Centro,6,2,0,Tarjeta,1.1,Ocasional,158.2
935,74,Femenino,Sur,5,4,0,Transferencia,3.9,Frecuente,288.28
936,71,Femenino,Sur,8,8,1,Tarjeta,4.7,Ocasional,643.08
937,53,Femenino,Norte,10,4,1,Transferencia,3.7,Frecuente,312.93
938,21,Masculino,Centro,10,6,2,PayPal,3.1,Frecuente,524.14
939,64,Femenino,Centro,9,4,0,Débito,3.6,Ocasional,382.37
940,29,Femenino,Norte,11,7,0,Tarjeta,1.8,Premium,825.39
941,44,Masculino,Centro,13,5,2,Débito,1.8,Ocasional,425.24
942,64,Femenino,Sur,9,5,1,Tarjeta,3.9,Frecuente,426.71
943,77,Femenino,Sur,14,5,0,PayPal,4.5,Ocasional,521.75
944,43,Femenino,Sur,8,4,2,Transferencia,2.7,Premium,296.99
945,25,Femenino,Norte,7,7,2,Tarjeta,1.2,Ocasional,320.44
946,61,Masculino,Centro,10,7,0,Tarjeta,2.1,Ocasional,416.98
947,62,Masculino,,12,4,1,PayPal,4.8,Ocasional,266.32
948,19,Masculino,Sur,12,8,0,Tarjeta,1.3,Premium,850.13
949,39,Femenino,Norte,11,11,1,PayPal,4.7,Ocasional,773.03
950,17,Femenino,Norte,11,7,0,Tarjeta,1.7,Ocasional,456.62
951,61,Femenino,Norte,8,5,0,Tarjeta,3.1,Premium,256.81
952,79,Masculino,Sur,16,10,1,Tarjeta,3.0,Frecuente,1080.08
953,74,Femenino,Norte,10,10,0,Débito,4.0,Frecuente,467.93
954,44,Masculino,Sur,7,6,0,Débito,4.3,Premium,524.8
955,40,Femenino,Centro,11,7,1,Débito,1.5,Premium,732.65
956,46,Femenino,Centro,8,5,0,PayPal,1.1,Ocasional,251.1
957,62,Femenino,Centro,9,9,1,PayPal,2.8,Premium,755.8
958,66,Femenino,Norte,7,4,1,Transferencia,1.6,Ocasional,308.6
959,61,Masculino,Sur,10,4,1,Tarjeta,3.8,Frecuente,254.67
960,30,Masculino,Sur,16,7,0,Tarjeta,2.5,Frecuente,1029.93
961,53,Masculino,Sur,13,5,1,Transferencia,1.8,Ocasional,262.51
962,48,Masculino,Norte,9,8,0,Débito,3.1,Frecuente,669.62
963,65,Femenino,Sur,12,4,1,Tarjeta,3.1,Frecuente,517.63
964,64,Masculino,Sur,8,6,0,,1.1,Premium,664.49
965,23,Masculino,Centro,11,15,1,Débito,3.2,Ocasional,631.17
966,55,Masculino,Sur,10,6,0,PayPal,3.7,Frecuente,1674.36
967,31,Masculino,,8,9,2,Débito,4.6,Premium,771.13
968,53,Masculino,Sur,8,5,0,PayPal,3.4,Ocasional,237.04
969,59,Femenino,Norte,8,3,2,Débito,2.0,Frecuente,446.22
970,56,Femenino,,8,5,0,Transferencia,2.5,Premium,584.07
971,49,Masculino,Centro,13,4,0,PayPal,4.6,Ocasional,586.41
972,78,Masculino,Sur,10,2,1,Tarjeta,3.4,Ocasional,217.06
973,21,Femenino,Norte,9,7,0,Transferencia,1.8,Ocasional,558.73
974,54,Masculino,Norte,4,8,0,Tarjeta,2.8,Premium,608.23
975,55,Femenino,Norte,8,6,0,Tarjeta,2.1,Frecuente,493.82
976,64,Femenino,Centro,13,6,1,Débito,4.0,Ocasional,428.4
977,38,Masculino,Sur,3,1,0,Transferencia,3.5,Ocasional,112.91
978,68,Masculino,Sur,21,5,0,Transferencia,3.3,Frecuente,940.98
979,65,Masculino,Centro,3,7,0,Débito,2.0,Premium,652.44
980,36,Masculino,Norte,11,4,0,Transferencia,3.0,Frecuente,495.26
981,50,Masculino,Norte,11,6,0,Tarjeta,3.7,Ocasional,347.44
982,62,Femenino,Centro,12,9,2,Transferencia,3.0,Frecuente,825.39
983,44,Masculino,Norte,11,6,0,Débito,4.2,Ocasional,493.51
984,50,Masculino,Centro,11,4,0,Tarjeta,1.6,Premium,810.67
985,17,Femenino,Norte,6,8,0,,2.8,Premium,543.74
986,48,Masculino,Norte,13,4,1,Tarjeta,5.0,Ocasional,498.28
987,41,Masculino,Centro,11,6,3,Débito,2.9,Ocasional,369.84
988,59,Femenino,Centro,16,7,1,Transferencia,4.5,Ocasional,538.69
989,47,Masculino,Norte,12,5,1,Débito,2.0,Ocasional,345.06
990,33,Masculino,Centro,12,4,0,Transferencia,2.2,Frecuente,703.07
991,49,Femenino,Norte,18,5,0,Tarjeta,1.6,Frecuente,701.18
992,45,Femenino,Norte,7,6,0,Débito,3.1,Ocasional,383.39
993,59,Femenino,Sur,4,8,0,Débito,2.7,Ocasional,299.78
994,38,Femenino,Sur,10,7,1,Transferencia,3.9,Frecuente,545.12
995,63,Femenino,,14,5,1,PayPal,3.2,Ocasional,367.86
996,70,Masculino,Centro,10,7,0,Transferencia,1.3,Premium,752.89
997,35,Femenino,Sur,12,5,0,Débito,2.4,Ocasional,366.68
998,61,Masculino,Sur,10,3,0,Débito,4.6,Ocasional,217.43
999,78,Femenino,Norte,9,5,1,PayPal,3.3,Ocasional,348.29
1000,73,Masculino,Centro,15,6,1,Tarjeta,4.8,Ocasional,316.59
1001,38,Masculino,Centro,6,8,1,Transferencia,1.3,Premium,797.66
1002,55,Masculino,Norte,12,4,0,Débito,3.4,Frecuente,497.17
1003,79,Masculino,Sur,12,5,0,Débito,3.2,Ocasional,310.0
1004,23,Femenino,Centro,12,7,0,Tarjeta,2.5,Ocasional,441.6
1005,29,Femenino,Norte,8,6,0,Transferencia,1.6,Frecuente,321.81
1006,75,Femenino,Sur,14,9,1,Débito,2.7,Ocasional,657.6
1007,38,Femenino,Norte,16,4,1,Transferencia,2.0,Frecuente,610.8
1008,61,Masculino,Sur,10,4,0,Transferencia,4.1,Ocasional,201.58
1009,29,Femenino,Norte,12,7,0,PayPal,2.0,Ocasional,627.19
1010,17,Masculino,Centro,12,5,2,PayPal,3.0,Frecuente,514.63
1011,73,Masculino,Centro,13,8,0,Débito,2.3,Frecuente,971.26
1012,19,Masculino,Sur,14,9,0,Débito,2.4,Frecuente,947.03
1013,39,Femenino,Sur,11,10,0,Transferencia,4.0,Frecuente,705.17
1014,66,Femenino,Norte,9,6,1,Transferencia,1.2,Frecuente,275.92
1015,51,Femenino,Centro,10,8,0,PayPal,2.2,Premium,1069.11
1016,24,Femenino,Sur,7,2,1,Tarjeta,3.9,Ocasional,261.44
1017,31,Femenino,Norte,8,7,0,Transferencia,4.9,Frecuente,642.31
1018,47,Masculino,Sur,9,5,1,Débito,4.8,Ocasional,291.59
1019,47,Femenino,Norte,9,6,1,Débito,2.1,Ocasional,264.19
1020,42,Femenino,Sur,10,3,0,Transferencia,3.5,Frecuente,343.27
1021,30,Femenino,Sur,11,12,1,Tarjeta,4.9,Frecuente,1103.01
1022,64,Masculino,Sur,11,9,0,PayPal,2.5,Ocasional,632.43
1023,19,Masculino,Sur,6,11,1,PayPal,3.5,Ocasional,462.54
1024,51,Femenino,Norte,10,6,0,Débito,2.6,Ocasional,516.62
1025,73,Femenino,Sur,6,8,2,Transferencia,2.7,Premium,811.85
1026,40,Femenino,Centro,8,3,0,Tarjeta,3.3,Ocasional,261.38
1027,30,Masculino,Sur,9,8,2,Transferencia,2.5,Premium,393.84
1028,75,Masculino,Sur,7,5,1,PayPal,2.2,Ocasional,238.32
1029,27,Masculino,Centro,10,6,0,Débito,1.1,Ocasional,515.05
1030,22,Femenino,Sur,12,6,0,Tarjeta,4.3,Ocasional,444.38
1031,51,Femenino,Norte,12,8,1,Tarjeta,4.2,Ocasional,607.62
1032,39,Masculino,Norte,6,2,0,Débito,4.3,Frecuente,167.54
1033,21,Femenino,Sur,12,10,0,,3.9,Frecuente,711.89
1034,63,Masculino,Norte,9,8,1,Débito,4.5,Frecuente,474.27
1035,56,Masculino,Sur,13,2,1,Tarjeta,3.6,Ocasional,472.92
1036,75,Femenino,Centro,8,7,1,Débito,1.3,Ocasional,365.89
1037,60,Masculino,Norte,14,6,1,PayPal,2.0,Frecuente,609.44
1038,46,Masculino,Sur,6,3,1,Transferencia,3.7,Ocasional,234.36
1039,36,Femenino,Norte,12,6,0,PayPal,2.9,Ocasional,641.01
1040,75,Femenino,Sur,9,11,1,PayPal,3.7,Frecuente,772.71
1041,26,Masculino,Centro,10,6,2,Tarjeta,2.5,Ocasional,375.61
1042,31,Femenino,Sur,3,8,0,Transferencia,1.7,Ocasional,459.13
1043,29,Masculino,Norte,7,3,1,PayPal,2.2,Frecuente,172.92
1044,40,Femenino,Norte,15,6,0,Débito,2.8,Ocasional,567.61
1045,29,Femenino,Centro,13,8,0,Débito,3.7,Frecuente,606.34
1046,53,Femenino,Centro,5,5,0,Tarjeta,1.8,Premium,359.46
1047,33,Masculino,Sur,7,6,1,PayPal,4.1,Frecuente,386.64
1048,29,Masculino,Sur,13,12,2,PayPal,3.7,Ocasional,986.56
1049,39,Femenino,Sur,4,8,0,Transferencia,3.1,Frecuente,299.39
1050,66,Masculino,Sur,12,10,1,Tarjeta,4.7,Frecuente,883.34
1051,23,Femenino,Norte,14,6,1,Transferencia,3.1,Ocasional,437.62
1052,60,Femenino,Sur,8,6,0,Transferencia,3.7,Premium,422.58
1053,40,Femenino,Centro,6,5,0,PayPal,3.9,Premium,384.96
1054,49,Masculino,Norte,11,3,0,PayPal,1.7,Ocasional,378.39
1055,60,Masculino,Centro,8,7,2,PayPal,4.2,Frecuente,448.78
1056,59,Masculino,Norte,6,7,0,Tarjeta,3.8,Ocasional,283.6
1057,43,Femenino,Sur,10,6,1,PayPal,4.0,Premium,562.71
1058,39,Masculino,Norte,5,5,0,Tarjeta,1.7,Ocasional,390.61
1059,33,Femenino,Sur,16,5,1,Transferencia,2.2,Frecuente,656.73
1060,72,Femenino,Norte,6,4,0,Transferencia,2.5,Frecuente,298.52
1061,49,Masculino,Centro,12,7,0,Transferencia,3.6,Ocasional,392.9
1062,57,Femenino,Sur,11,5,0,PayPal,4.5,Frecuente,593.22
1063,18,Masculino,Centro,7,6,1,Transferencia,3.8,Ocasional,352.46
1064,27,Masculino,Norte,2,5,0,Débito,1.9,Frecuente,352.84
1065,51,Masculino,Centro,15,6,1,Tarjeta,3.3,Frecuente,750.35
1066,20,Femenino,Centro,10,2,1,Transferencia,3.6,Premium,386.2
1067,34,Femenino,Sur,7,5,0,Transferencia,2.5,Frecuente,431.78
1068,27,Femenino,Sur,16,8,0,Débito,1.3,Ocasional,703.26
1069,42,Masculino,Norte,8,1,1,Tarjeta,2.7,Ocasional,209.99
1070,32,Masculino,Centro,4,5,0,Transferencia,3.9,Ocasional,370.65
1071,58,Femenino,Norte,11,6,0,Débito,3.9,Ocasional,485.4
1072,43,Masculino,Sur,12,7,0,Transferencia,4.1,Ocasional,379.56
1073,55,Femenino,Sur,10,5,1,Débito,2.4,Frecuente,459.43
1074,37,Masculino,Centro,6,4,0,Débito,1.3,Ocasional,379.02
1075,79,Femenino,Sur,10,8,0,Transferencia,4.8,Premium,894.16
1076,25,Masculino,Norte,7,12,0,Débito,2.2,Ocasional,495.85
1077,56,Femenino,Centro,11,6,0,Tarjeta,2.8,Ocasional,548.78
1078,21,Femenino,Centro,10,10,1,Débito,3.8,Frecuente,744.93
1079,32,Femenino,Centro,7,4,2,Transferencia,4.6,Ocasional,249.09
1080,27,Masculino,Centro,8,6,1,Tarjeta,1.0,Ocasional,432.37
1081,78,Masculino,Centro,12,5,0,Débito,3.1,Ocasional,455.07
1082,21,Masculino,Centro,8,6,0,PayPal,3.7,Premium,545.74
1083,58,Masculino,Centro,10,7,0,Tarjeta,1.7,Premium,851.97
1084,37,Femenino,Centro,6,4,1,Transferencia,3.5,Ocasional,260.84
1085,65,Femenino,Norte,4,5,1,PayPal,3.9,Frecuente,314.8
1086,31,Femenino,Sur,5,4,0,Tarjeta,3.4,Frecuente,347.74
1087,19,Masculino,Sur,6,4,0,Tarjeta,2.8,Ocasional,323.33
1088,40,Masculino,Sur,6,7,3,Transferencia,3.6,Frecuente,347.31
1089,48,Masculino,Sur,8,6,2,PayPal,4.0,Ocasional,332.79
1090,72,Masculino,Centro,8,5,1,PayPal,,Ocasional,349.31
1091,16,Femenino,Norte,6,8,0,Transferencia,4.5,Frecuente,501.48
1092,30,Femenino,Centro,7,9,0,Tarjeta,1.1,Premium,987.74
1093,79,Masculino,Norte,10,10,0,PayPal,4.5,Ocasional,769.93
1094,32,Masculino,Norte,11,4,1,Débito,3.5,Ocasional,304.25
1095,58,Masculino,Norte,14,4,0,Débito,1.2,Ocasional,448.07
1096,73,Femenino,Norte,10,7,0,Tarjeta,2.5,Frecuente,622.79
